sku	name	original_codes	description	applications	image_url
RV0409.8026	POTNCIOMETRO DA DIREO - STILL	8408841/7916497904	POTNCIOMETRO DA DIREO - STILL. Aplicado em FMX / FME. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	FMX / FME	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739446/rv04098026n1_j7f6mu.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739526/rv04098026_x8zk65.png"""
RV0409.8501	POTNCIOMETRO DA DIREO - STILL	7917415695	POTNCIOMETRO DA DIREO - STILL. Aplicado em FMX-NG. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	FMX-NG	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739440/rv04098501_qcnp36.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739441/rv04098501n1_b99amu.png"""
RV0409.9530	BOTAO / INTERRUPTOR DE BUZINA	HY/1566726/YA/580058447	BOTAO / INTERRUPTOR DE BUZINA. Aplicado em HYSTER H50-195FT / YALE GLP050-195VX. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	HYSTER H50-195FT / YALE GLP050-195VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739537/rv04099530_ndyqfe.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739452/rv04099530n1_kin0ig.jpg"""
RV0409.3403	BOTAO BUZINA - STILL	STILL/8409011/PALETRANS/0430355	BOTAO BUZINA - STILL. Aplicado em STILL FMX / PALETRANS PR17/PR20. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	STILL FMX / PALETRANS PR17/PR20	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739411/rv04093403_mdi5vf.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739412/rv04093403n1_cduoox.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739413/rv04093403n2_c3utoc.jpg"""
RV0409.3404	BOTAO FRENTE E RE - STILL	ST/8409010	BOTAO FRENTE E RE - STILL. Aplicado em FMX. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	FMX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739412/rv04093404_xfovm3.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739417/rv04093404n1_tgcpeu.png"""
RV0409.3405	BOTAO TARTARUGA - STILL	STILL/8409013/PALTRANS/0430353	BOTAO TARTARUGA - STILL. Aplicado em STILL FMX / PALETRANS PR17/PR20. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	STILL FMX / PALETRANS PR17/PR20	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739503/rv04093405_ltpoui.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739417/rv04093405n1_btqgcr.png"""
RV0409.3061	BOTAO DE EMERGÊNCIA	STILL/2314494	BOTAO DE EMERGÊNCIA. Aplicado em STILL - FMX. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	STILL - FMX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739394/rv04093061_eftig1.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739399/rv04093061n1_iopejg.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739399/rv04093061n2_rahrvd.jpg"""
RV0433.0232	BOTAO COGUMELO SEM TRAVA (HOMEM MORTO)	859054	BOTAO COGUMELO SEM TRAVA (HOMEM MORTO). Aplicado em FMX. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	FMX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739576/rv04330232_liznf5.png"""
RV0409.3060	BOTAO DO TIMAO STILL	STILL/4492821/4478184	BOTAO DO TIMAO STILL. Aplicado em STILL - EGU. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	STILL - EGU	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739617/rv04093060n1_yhkgpq.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739393/rv04093060_xpvswx.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739393/rv04093060n2_j3p85o.jpg"""
RV0409.3070	BOTAO DO TIMAO RAYMOND - 102T	1036419-001	BOTAO DO TIMAO RAYMOND - 102T. Aplicado em RAYMOND - 102T. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	RAYMOND - 102T	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739405/rv04093070_bfsku2.jpg"""
RV0207.2001	FUSÍVEL DE 10A 32V	KO/37B1EJ2010	FUSÍVEL DE 10A 32V. Aplicado em UNIVERSAL. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	UNIVERSAL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738306/rv02072001_ptva3m.jpg"""
RV0207.2015	FUSVEL DE LMINA COM PORCELANA - 200A / 48 V.d.c. / 65 V.a.c.		FUSVEL DE LMINA COM PORCELANA - 200A / 48 V.d.c. / 65 V.a.c.. Aplicado em UNIVERSAL. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	UNIVERSAL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738170/rv02072015_xd9id2.jpg"""
RV0207.2025	FUSVEL DE LMINA COM PORCELANA - 300A / 48 V.d.c. / 65 V.a.c.		FUSVEL DE LMINA COM PORCELANA - 300A / 48 V.d.c. / 65 V.a.c.. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	UNIVERSAL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738176/rv02072025_h3pzwd.jpg"""
RV0207.2016	FUSVEL DE LMINA COM PORCELANA - 355A / 48 V.d.c. / 65 V.a.c.		FUSVEL DE LMINA COM PORCELANA - 355A / 48 V.d.c. / 65 V.a.c.. Aplicado em UNIVERSAL. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	UNIVERSAL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738175/rv02072016_dlhr7q.jpg"""
RV0207.2017	FUSVEL DE LMINA COM PORCELANA - 400A / 48 V.d.c. / 65 V.a.c.		FUSVEL DE LMINA COM PORCELANA - 400A / 48 V.d.c. / 65 V.a.c.. Aplicado em UNIVERSAL. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	UNIVERSAL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738175/rv02072017_ssbzcn.jpg"""
RV0207.2018	FUSVEL DE LMINA COM PORCELANA - 500A / 48 V.d.c. / 65 V.a.c.		FUSVEL DE LMINA COM PORCELANA - 500A / 48 V.d.c. / 65 V.a.c.. Aplicado em UNIVERSAL. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.	UNIVERSAL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738175/rv02072018_iljqi4.jpg"""
RV0207.2020	FUSVEL DE LMINA EC100A - 48 Volts D.C. ou 125 Volts A.C.		FUSVEL DE LMINA EC100A - 48 Volts D.C. ou 125 Volts A.C.. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738514/rv02072020_cpxtfn.jpg"""
RV0207.2021	FUSVEL DE LMINA EC150A - 48 Volts D.C. ou 125 Volts A.C.		FUSVEL DE LMINA EC150A - 48 Volts D.C. ou 125 Volts A.C.. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738300/rv02072021_t1t6v6.jpg"""
RV0207.2022	FUSVEL DE LMINA EC200A - 48 Volts D.C. ou 125 Volts A.C.		FUSVEL DE LMINA EC200A - 48 Volts D.C. ou 125 Volts A.C.. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738395/rv02072022_sn7ecv.jpg"""
RV0207.2023	FUSVEL DE LMINA EC250A - 48 Volts D.C. ou 125 Volts A.C.		FUSVEL DE LMINA EC250A - 48 Volts D.C. ou 125 Volts A.C.. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738300/rv02072023_kpfalq.jpg"""
RV0207.2024	FUSVEL DE LMINA EC300A - 48 Volts D.C. ou 125 Volts A.C.		FUSVEL DE LMINA EC300A - 48 Volts D.C. ou 125 Volts A.C.. Componente eltrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738450/rv02072024_h91a1o.jpg"""
RV0206.3001	LAMPADA H3 - 48V, 35W - IODO		LAMPADA H3 - 48V, 35W - IODO. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738164/rv02063001_prpt2m.jpg"""
RV0206.3002	LAMPADA H3 24V X 70W PK22S HBL		LAMPADA H3 24V X 70W PK22S HBL. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738165/rv02063002_lszoui.png"""
RV0206.3003	LAMPADA H3 12V X 55W PK22S GE		LAMPADA H3 12V X 55W PK22S GE. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738487/rv02063003_vjjhog.png"""
RV0206.3004	KIT LED H3 12V~24V X 44W 6000K DPB - PAR		KIT LED H3 12V~24V X 44W 6000K DPB - PAR. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738437/rv02063004_ynlcvy.png"""
RV0433.4083	MICRO VENTILADOR 120X120X25MM 48V	2315007	MICRO VENTILADOR 120X120X25MM 48V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739645/rv04334083_j7fbwv.png"""
RV0433.4084	MICRO VENTILADOR 80X80X25MM 48V	2315008	MICRO VENTILADOR 80X80X25MM 48V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739656/rv04334084_mtb5hj.png"""
RV0433.4087	MICRO VENTILADOR 120X120X25MM 24V		MICRO VENTILADOR 120X120X25MM 24V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739650/rv04334087_zrgxse.png"""
RV0433.4097	MICRO VENTILADOR 60X60X25MM 24V	2315009	MICRO VENTILADOR 60X60X25MM 24V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739650/rv04334097_s3vro0.png"""
RV0433.4098	MICRO VENTILADOR 80X80X25MM 24V		MICRO VENTILADOR 80X80X25MM 24V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739653/rv04334098_vzlrps.png"""
RV0433.4099	MICRO VENTILADOR 92X92X25MM 24V		MICRO VENTILADOR 92X92X25MM 24V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739656/rv04334099_cfbfkp.png"""
RV0433.4125	MICRO VENTILADOR 92X92X25MM 48V		MICRO VENTILADOR 92X92X25MM 48V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739717/rv04334125_tldvaq.png"""
RV0433.4100	MICRO VENTILADOR 120X120X38MM 24V		MICRO VENTILADOR 120X120X38MM 24V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739716/rv04334100_hvorzt.png"""
RV0433.4101	MICRO VENTILADOR 120X120X38MM 48V		MICRO VENTILADOR 120X120X38MM 48V. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739656/rv04334101_ewmgho.png"""
RV0409.9531	RELE 24V/40A - 4 TERMINAIS	TRA/211.208	RELE 24V/40A - 4 TERMINAIS. Componente elétrico essencial para o funcionamento e controle de empilhadeiras e equipamentos industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739453/rv04099531_j9wmpj.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739457/rv04099531n1_nnvel2.png"""
RV0223.1030	CORPO DE LUBRIFICACO	13957/089296/089297	CORPO DE LUBRIFICACO. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738182/rv02231030_ybgzna.jpg"""
RV0223.1004	GRAXEIRA DE LUBRIFICAO	502687	GRAXEIRA DE LUBRIFICAO. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738499/rv02231004_ykvh7w.jpg"""
RV0224.2029	JOGO DE REPARO CILINDRO DE DIRECO	HY1566700/YA/580052512	JOGO DE REPARO CILINDRO DE DIRECO. Aplicado em GLP/GDP 40/70VX // H40-70FT. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	GLP/GDP 40/70VX // H40-70FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738527/rv02242029_eqvayq.png"""
RV0224.2087	JOGO DE REPARO CILINDRO DE INCLINAO	HY/241075	JOGO DE REPARO CILINDRO DE INCLINAO. Aplicado em H80J. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	H80J	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738407/rv02242087_kh8itq.png"""
RV0224.2088	JOGO DE REPARO CILINDRO DE INCLINAO	HY/250624	JOGO DE REPARO CILINDRO DE INCLINAO. Aplicado em H150J. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	H150J	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738531/rv02242088_wc8vx2.png"""
RV0224.2089	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL TORRE SIMPLES	HY/250932	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL TORRE SIMPLES. Aplicado em H60N. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	H60N	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738554/rv02242089_ktkr4o.png"""
RV0224.2090	JOGO DE REPARO CILINDRO DE ELEVAO LATERAL DUPLEX	HY/1355276	JOGO DE REPARO CILINDRO DE ELEVAO LATERAL DUPLEX. Aplicado em H55XM / H40/50FT. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	H55XM / H40/50FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738431/rv02242090_jtvdio.png"""
RV0224.2091	JOGO DE REPARO CILINDRO DE ELEVAO LATERAL DUPLEX	HY/1355277	JOGO DE REPARO CILINDRO DE ELEVAO LATERAL DUPLEX. Aplicado em H55XM / H60/70FT. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	H55XM / H60/70FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738377/rv02242091_zqexkx.png"""
RV0224.2092	JOGO DE REPARO CILINDRO DE ELEVAO LATERAL DUPLEX	HY/1355286	JOGO DE REPARO CILINDRO DE ELEVAO LATERAL DUPLEX. Aplicado em HYSTER H60XM. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	HYSTER H60XM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738509/rv02242092_u9dca8.png"""
RV0224.2093	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL DUPLEX	HY/1355714	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL DUPLEX. Aplicado em HYSTER H55XM. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	HYSTER H55XM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738285/rv02242093_i2lcdt.jpg"""
RV0224.2094	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL TRIPLEX	HY/1356662	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL TRIPLEX. Aplicado em TRIPLEX - HYSTER H60XM. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	TRIPLEX - HYSTER H60XM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738527/rv02242094_ijfelz.png"""
RV0224.2095	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL TRIPLEX	HY/1358969/YA/505136046	JOGO DE REPARO CILINDRO DE ELEVAO CENTRAL TRIPLEX. Aplicado em HYSTER H55XM / H55FT. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	HYSTER H55XM / H55FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738611/rv02242095_phbqzj.jpg"""
RV0224.2096	JOGO DE REPARO CILINDRO INCLINAO	HY/1493306	JOGO DE REPARO CILINDRO INCLINAO. Aplicado em H80-120FT. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	H80-120FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738532/rv02242096_jrdhov.jpg"""
RV0224.2097	JOGO DE REPARO CILINDRO DESLOCADOR	HY/1503096	JOGO DE REPARO CILINDRO DESLOCADOR. Aplicado em H55XM / H55FT. Essencial para manutenção preventiva e corretiva de sistemas hidráulicos e de direção em empilhadeiras e máquinas industriais.	H55XM / H55FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738455/rv02242097_zvgjc6.jpg"""
RV0224.2153	JOGO DE REPARO CILINDRO DESLOCADOR	932444	JOGO DE REPARO CILINDRO DESLOCADOR. Aplicado em CLARK CQ25. Essencial para manutenção preventiva e corretiva de sistemas hidráulicos e de direção em empilhadeiras e máquinas industriais.	CLARK CQ25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738580/rv02242153_v1rryh.jpg"""
RV0224.2098	JOGO DE REPARO CILINDRO INCLINAO	HY/1527719	JOGO DE REPARO CILINDRO INCLINAO. Aplicado em H60-70FT. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	H60-70FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738582/rv02242098_cu2pje.jpg"""
RV0224.2101	JOGO DE REPARO CILINDRO INCLINAO	1492644/580022411/1356746	JOGO DE REPARO CILINDRO INCLINAO. Aplicado em HYSTER (H50FT) - (H50XM) - (H55FT) - (H55XM) / YALE (GLP050VX) - (GLP055RL) - (GLP055VX) - (GTP050RL). Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	HYSTER (H50FT) - (H50XM) - (H55FT) - (H55XM) / YALE (GLP050VX) - (GLP055RL) - (GLP055VX) - (GTP050RL)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738586/rv02242101_iifuaz.jpg"""
RV0224.2154	JOGO DE REPARO CILINDRO INCLINAO	926462	JOGO DE REPARO CILINDRO INCLINAO. Aplicado em CLARK CMP25. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	CLARK CMP25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738598/rv02242154_q8t7b5.jpg"""
RV0224.2116	JOGO DE REPARO CILINDRO DA DIREO	1501413/360299	JOGO DE REPARO CILINDRO DA DIREO. Aplicado em HYSTER H50XM. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	HYSTER H50XM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738565/rv02242116_msakae.jpg"""
RV0224.2102	JOGO DE REPARO CILINDRO DA DIREO	04433-20110-71	JOGO DE REPARO CILINDRO DA DIREO. Aplicado em TOYOTA 7/8FG20/25 7/8FGU20/25. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	TOYOTA 7/8FG20/25 7/8FGU20/25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738599/rv02242102_ecpdqk.jpg"""
RV0224.2103	JOGO DE REPARO CILINDRO DA DIREO - TOYOTA 04433-30120-71	04433-30120-71	JOGO DE REPARO CILINDRO DA DIREO - TOYOTA 04433-30120-71. Aplicado em 8FGJF35. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	8FGJF35	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738604/rv02242103_ixhzji.jpg"""
RV0224.2104	JOGO DE REPARO CILINDRO DA DIREO	TOYOTA/04433-20080-71	JOGO DE REPARO CILINDRO DA DIREO. Aplicado em 7FG10-18. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	7FG10-18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738462/rv02242104_lri0v7.jpg"""
RV0224.2105	JOGO DE REPARO CILINDRO DA DIREO (GAXETA MENOR)	TOYOTA/04433-20031-71	JOGO DE REPARO CILINDRO DA DIREO (GAXETA MENOR). Aplicado em 7FG20-25. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	7FG20-25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738576/rv02242105_yi8lii.jpg"""
RV0224.2106	JOGO DE REPARO CILINDRO DA DIREO (GAXETA MAIOR)	TOYOTA/04433-20030-71	JOGO DE REPARO CILINDRO DA DIREO (GAXETA MAIOR). Aplicado em 7FG10-18. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	7FG10-18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738482/rv02242106_b95x8f.jpg"""
RV0224.2107	JOGO DE REPARO CILINDRO DA DIREO	TOYOTA/04433-10090-71	JOGO DE REPARO CILINDRO DA DIREO. Aplicado em 8FG10-18 / 2TE15/18. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	8FG10-18 / 2TE15/18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738605/rv02242107_fhnlt4.jpg"""
RV0224.2158	JOGO DE REPARO CILINDRO DA DIREO	8450217	JOGO DE REPARO CILINDRO DA DIREO. Aplicado em CLARK C25 / C30. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	CLARK C25 / C30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738580/rv02242158_yjeprm.jpg"""
RV0224.2157	JOGO DE REPARO CILINDRO DA DIREO	8450230	JOGO DE REPARO CILINDRO DA DIREO. Aplicado em CLARK CQ25 / CQ30. Essencial para manuteno preventiva e corretiva de sistemas hidrulicos e de direo em empilhadeiras e mquinas industriais.	CLARK CQ25 / CQ30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738466/rv02242157_kvbty6.jpg"""
